age,year,migr double  & fert ↑ 2 in 2100,migr double  & fert eq. to last,migr double  & fert ↓ 0 in 2100,migr average & fert ↑ 2 in 2100,migr average & fert eq. to last,migr average & fert ↓ 0 in 2100,migr zero    & fert ↑ 2 in 2100,migr zero    & fert eq. to last,migr zero    & fert ↓ 0 in 2100
44,2018,942507,942507,942507,942507,942507,942507,942507,942507,942507
45,2018,952006,952006,952006,952006,952006,952006,952006,952006,952006
46,2018,961551,961551,961551,961551,961551,961551,961551,961551,961551
47,2018,953283,953283,953283,953283,953283,953283,953283,953283,953283
48,2018,979137,979137,979137,979137,979137,979137,979137,979137,979137
49,2018,972309,972309,972309,972309,972309,972309,972309,972309,972309
50,2018,975914,975914,975914,975914,975914,975914,975914,975914,975914
51,2018,984888,984888,984888,984888,984888,984888,984888,984888,984888
52,2018,982355,982355,982355,982355,982355,982355,982355,982355,982355
53,2018,994884,994884,994884,994884,994884,994884,994884,994884,994884
54,2018,932941,932941,932941,932941,932941,932941,932941,932941,932941
55,2018,900730,900730,900730,900730,900730,900730,900730,900730,900730
56,2018,882238,882238,882238,882238,882238,882238,882238,882238,882238
57,2018,853804,853804,853804,853804,853804,853804,853804,853804,853804
58,2018,832470,832470,832470,832470,832470,832470,832470,832470,832470
59,2018,794366,794366,794366,794366,794366,794366,794366,794366,794366
60,2018,785725,785725,785725,785725,785725,785725,785725,785725,785725
61,2018,768463,768463,768463,768463,768463,768463,768463,768463,768463
62,2018,752539,752539,752539,752539,752539,752539,752539,752539,752539
63,2018,739734,739734,739734,739734,739734,739734,739734,739734,739734
64,2018,703998,703998,703998,703998,703998,703998,703998,703998,703998
65,2018,690949,690949,690949,690949,690949,690949,690949,690949,690949
66,2018,686750,686750,686750,686750,686750,686750,686750,686750,686750
67,2018,709213,709213,709213,709213,709213,709213,709213,709213,709213
68,2018,710430,710430,710430,710430,710430,710430,710430,710430,710430
69,2018,737434,737434,737434,737434,737434,737434,737434,737434,737434
70,2018,716867,716867,716867,716867,716867,716867,716867,716867,716867
71,2018,711884,711884,711884,711884,711884,711884,711884,711884,711884
72,2018,544914,544914,544914,544914,544914,544914,544914,544914,544914
73,2018,555637,555637,555637,555637,555637,555637,555637,555637,555637
74,2018,554591,554591,554591,554591,554591,554591,554591,554591,554591
75,2018,544466,544466,544466,544466,544466,544466,544466,544466,544466
76,2018,540220,540220,540220,540220,540220,540220,540220,540220,540220
77,2018,584625,584625,584625,584625,584625,584625,584625,584625,584625
78,2018,564036,564036,564036,564036,564036,564036,564036,564036,564036
79,2018,534369,534369,534369,534369,534369,534369,534369,534369,534369
80,2018,480635,480635,480635,480635,480635,480635,480635,480635,480635
81,2018,435869,435869,435869,435869,435869,435869,435869,435869,435869
82,2018,427083,427083,427083,427083,427083,427083,427083,427083,427083
83,2018,394210,394210,394210,394210,394210,394210,394210,394210,394210
84,2018,361140,361140,361140,361140,361140,361140,361140,361140,361140
85,2018,326547,326547,326547,326547,326547,326547,326547,326547,326547
86,2018,301039,301039,301039,301039,301039,301039,301039,301039,301039
87,2018,283301,283301,283301,283301,283301,283301,283301,283301,283301
88,2018,232485,232485,232485,232485,232485,232485,232485,232485,232485
89,2018,200576,200576,200576,200576,200576,200576,200576,200576,200576
90,2018,170375,170375,170375,170375,170375,170375,170375,170375,170375
91,2018,139570,139570,139570,139570,139570,139570,139570,139570,139570
92,2018,112976,112976,112976,112976,112976,112976,112976,112976,112976
93,2018,89705,89705,89705,89705,89705,89705,89705,89705,89705
94,2018,70644,70644,70644,70644,70644,70644,70644,70644,70644
95,2018,52226,52226,52226,52226,52226,52226,52226,52226,52226
96,2018,38707,38707,38707,38707,38707,38707,38707,38707,38707
97,2018,27307,27307,27307,27307,27307,27307,27307,27307,27307
98,2018,12695,12695,12695,12695,12695,12695,12695,12695,12695
99,2018,6689,6689,6689,6689,6689,6689,6689,6689,6689
100,2018,14984,14984,14984,14984,14984,14984,14984,14984,14984
0,2019,431007,431007,431007,431007,431007,431007,431007,431007,431007
1,2019,455746,455746,455746,455746,455746,455746,455746,455746,455746
2,2019,470813,470813,470813,470813,470813,470813,470813,470813,470813
3,2019,482946,482946,482946,482946,482946,482946,482946,482946,482946
4,2019,498240,498240,498240,498240,498240,498240,498240,498240,498240
5,2019,507118,507118,507118,507118,507118,507118,507118,507118,507118
6,2019,529609,529609,529609,529609,529609,529609,529609,529609,529609
7,2019,537809,537809,537809,537809,537809,537809,537809,537809,537809
8,2019,553691,553691,553691,553691,553691,553691,553691,553691,553691
9,2019,563046,563046,563046,563046,563046,563046,563046,563046,563046
10,2019,569271,569271,569271,569271,569271,569271,569271,569271,569271
11,2019,567812,567812,567812,567812,567812,567812,567812,567812,567812
12,2019,568576,568576,568576,568576,568576,568576,568576,568576,568576
13,2019,565035,565035,565035,565035,565035,565035,565035,565035,565035
14,2019,571168,571168,571168,571168,571168,571168,571168,571168,571168
15,2019,566861,566861,566861,566861,566861,566861,566861,566861,566861
16,2019,563617,563617,563617,563617,563617,563617,563617,563617,563617
17,2019,570790,570790,570790,570790,570790,570790,570790,570790,570790
18,2019,586873,586873,586873,586873,586873,586873,586873,586873,586873
19,2019,585535,585535,585535,585535,585535,585535,585535,585535,585535
20,2019,592118,592118,592118,592118,592118,592118,592118,592118,592118
21,2019,590127,590127,590127,590127,590127,590127,590127,590127,590127
22,2019,591595,591595,591595,591595,591595,591595,591595,591595,591595
23,2019,590504,590504,590504,590504,590504,590504,590504,590504,590504
24,2019,597963,597963,597963,597963,597963,597963,597963,597963,597963
25,2019,610365,610365,610365,610365,610365,610365,610365,610365,610365
26,2019,636390,636390,636390,636390,636390,636390,636390,636390,636390
27,2019,634599,634599,634599,634599,634599,634599,634599,634599,634599
28,2019,647713,647713,647713,647713,647713,647713,647713,647713,647713
29,2019,646532,646532,646532,646532,646532,646532,646532,646532,646532
30,2019,661682,661682,661682,661682,661682,661682,661682,661682,661682
31,2019,648958,648958,648958,648958,648958,648958,648958,648958,648958
32,2019,652430,652430,652430,652430,652430,652430,652430,652430,652430
33,2019,672536,672536,672536,672536,672536,672536,672536,672536,672536
34,2019,684894,684894,684894,684894,684894,684894,684894,684894,684894
35,2019,696965,696965,696965,696965,696965,696965,696965,696965,696965
36,2019,720821,720821,720821,720821,720821,720821,720821,720821,720821
37,2019,725890,725890,725890,725890,725890,725890,725890,725890,725890
38,2019,743989,743989,743989,743989,743989,743989,743989,743989,743989
39,2019,767068,767068,767068,767068,767068,767068,767068,767068,767068
40,2019,808091,808091,808091,808091,808091,808091,808091,808091,808091
41,2019,833979,833979,833979,833979,833979,833979,833979,833979,833979
42,2019,870585,870585,870585,870585,870585,870585,870585,870585,870585
43,2019,911068,911068,911068,911068,911068,911068,911068,911068,911068
44,2019,948308,948308,948308,948308,948308,948308,948308,948308,948308
45,2019,942526,942526,942526,942526,942526,942526,942526,942526,942526
46,2019,951644,951644,951644,951644,951644,951644,951644,951644,951644
47,2019,960873,960873,960873,960873,960873,960873,960873,960873,960873
48,2019,952392,952392,952392,952392,952392,952392,952392,952392,952392
49,2019,977845,977845,977845,977845,977845,977845,977845,977845,977845
50,2019,970952,970952,970952,970952,970952,970952,970952,970952,970952
51,2019,974426,974426,974426,974426,974426,974426,974426,974426,974426
52,2019,983002,983002,983002,983002,983002,983002,983002,983002,983002
53,2019,980231,980231,980231,980231,980231,980231,980231,980231,980231
54,2019,992363,992363,992363,992363,992363,992363,992363,992363,992363
55,2019,930364,930364,930364,930364,930364,930364,930364,930364,930364
56,2019,898112,898112,898112,898112,898112,898112,898112,898112,898112
57,2019,879334,879334,879334,879334,879334,879334,879334,879334,879334
58,2019,850679,850679,850679,850679,850679,850679,850679,850679,850679
59,2019,828928,828928,828928,828928,828928,828928,828928,828928,828928
60,2019,790780,790780,790780,790780,790780,790780,790780,790780,790780
61,2019,781577,781577,781577,781577,781577,781577,781577,781577,781577
62,2019,764192,764192,764192,764192,764192,764192,764192,764192,764192
63,2019,747881,747881,747881,747881,747881,747881,747881,747881,747881
64,2019,734624,734624,734624,734624,734624,734624,734624,734624,734624
65,2019,698687,698687,698687,698687,698687,698687,698687,698687,698687
66,2019,685459,685459,685459,685459,685459,685459,685459,685459,685459
67,2019,680430,680430,680430,680430,680430,680430,680430,680430,680430
68,2019,701821,701821,701821,701821,701821,701821,701821,701821,701821
69,2019,702312,702312,702312,702312,702312,702312,702312,702312,702312
70,2019,728090,728090,728090,728090,728090,728090,728090,728090,728090
